season,hr,holiday,workingday,atemp,hum,windspeed,cnt,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weathersit_1,weathersit_2,weathersit_3,weathersit_4
1,0,0,0,0.4545,0.88,0.2985,17,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,0,0.4394,0.94,0.2537,17,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,0,0,0.4242,1.0,0.2836,9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,3,0,0,0.4545,0.94,0.194,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,4,0,0,0.4545,0.94,0.194,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,6,0,0,0.4242,0.77,0.2985,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,7,0,0,0.4091,0.76,0.194,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8,0,0,0.4091,0.71,0.2239,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,9,0,0,0.3939,0.76,0.2239,20,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10,0,0,0.3485,0.81,0.2239,53,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,11,0,0,0.3333,0.71,0.2537,70,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,12,0,0,0.3333,0.66,0.2985,93,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,13,0,0,0.3485,0.66,0.1343,75,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,14,0,0,0.3485,0.76,0.194,59,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,15,0,0,0.3333,0.81,0.1642,74,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,16,0,0,0.3333,0.71,0.1642,76,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,17,0,0,0.3333,0.57,0.194,65,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,18,0,0,0.3333,0.46,0.3284,53,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,19,0,0,0.2879,0.42,0.4478,30,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,20,0,0,0.2727,0.39,0.3582,22,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,21,0,0,0.2273,0.44,0.3284,31,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,22,0,0,0.2121,0.44,0.2985,9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,23,0,0,0.2273,0.47,0.1642,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,1,0.197,0.44,0.3582,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,1,0.1667,0.44,0.4179,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,4,0,1,0.1364,0.47,0.3881,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,5,0,1,0.1364,0.47,0.2836,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,6,0,1,0.1061,0.5,0.3881,30,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,7,0,1,0.1364,0.5,0.194,64,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8,0,1,0.1212,0.5,0.2836,154,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,9,0,1,0.1364,0.43,0.3881,88,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,10,0,1,0.1667,0.43,0.2537,44,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,11,0,1,0.1818,0.4,0.3284,51,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,12,0,1,0.2121,0.35,0.2985,61,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,13,0,1,0.2121,0.35,0.2836,61,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,14,0,1,0.2424,0.3,0.2836,77,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,15,0,1,0.2424,0.3,0.2537,72,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,16,0,1,0.2424,0.3,0.2537,76,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,17,0,1,0.2273,0.3,0.2239,157,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,18,0,1,0.2576,0.32,0.1045,157,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,19,0,1,0.2576,0.47,0.0,110,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,20,0,1,0.2273,0.47,0.1045,52,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,21,0,1,0.197,0.64,0.1343,52,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,22,0,1,0.1515,0.69,0.1343,20,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,23,0,1,0.2121,0.55,0.1045,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,1,0.1818,0.55,0.1045,5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,1,0.1818,0.59,0.1045,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,0,1,0.1515,0.63,0.1343,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,4,0,1,0.1818,0.63,0.0896,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,5,0,1,0.1515,0.68,0.1045,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,6,0,1,0.1515,0.74,0.1045,36,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,7,0,1,0.1515,0.74,0.1343,94,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8,0,1,0.1515,0.69,0.1642,179,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,9,0,1,0.1515,0.64,0.2239,100,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,10,0,1,0.1364,0.69,0.3284,42,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,11,0,1,0.2121,0.51,0.2985,57,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,12,0,1,0.2273,0.51,0.1642,78,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,13,0,1,0.2273,0.56,0.194,97,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,14,0,1,0.2576,0.52,0.2239,63,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,15,0,1,0.2727,0.52,0.2537,65,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,16,0,1,0.2879,0.49,0.2537,83,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,17,0,1,0.2727,0.48,0.2239,212,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,18,0,1,0.2576,0.48,0.194,182,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,19,0,1,0.2576,0.48,0.1045,112,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,20,0,1,0.2576,0.48,0.1045,54,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,21,0,1,0.2727,0.64,0.0,48,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,22,0,1,0.2576,0.64,0.0896,35,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,23,0,1,0.2273,0.69,0.0896,11,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,1,0.2576,0.64,0.0,6,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,1,0.197,0.74,0.0896,6,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,0,1,0.197,0.74,0.0896,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,4,0,1,0.2273,0.48,0.2239,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,5,0,1,0.2273,0.47,0.1642,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,6,0,1,0.197,0.47,0.2239,33,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,7,0,1,0.1818,0.43,0.194,88,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8,0,1,0.1818,0.4,0.2985,195,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,9,0,1,0.197,0.37,0.3284,115,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,10,0,1,0.197,0.37,0.3284,57,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,11,0,1,0.2273,0.33,0.3284,46,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,12,0,1,0.2273,0.33,0.3284,79,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,13,0,1,0.2576,0.3,0.2985,71,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,14,0,1,0.2879,0.28,0.194,62,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,15,0,1,0.2879,0.28,0.194,62,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,16,0,1,0.3182,0.28,0.0896,89,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,17,0,1,0.2273,0.38,0.194,190,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,18,0,1,0.2424,0.38,0.1343,169,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,19,0,1,0.2576,0.38,0.1045,132,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,20,0,1,0.2273,0.47,0.1642,89,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,21,0,1,0.197,0.51,0.194,43,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,22,0,1,0.197,0.55,0.1343,42,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,23,0,1,0.2576,0.47,0.0,19,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,1,0.2424,0.55,0.0,11,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,1,0.2273,0.64,0.0,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,0,1,0.2273,0.64,0.0,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,4,0,1,0.197,0.64,0.0896,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,5,0,1,0.1818,0.69,0.0896,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,6,0,1,0.1667,0.63,0.1045,36,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,7,0,1,0.2273,0.59,0.0,95,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8,0,1,0.2273,0.59,0.0,219,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,9,0,1,0.2424,0.51,0.0,122,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10,0,1,0.2576,0.47,0.0,45,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,11,0,1,0.2576,0.44,0.0896,59,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,12,0,1,0.2879,0.35,0.0,84,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,13,0,1,0.2727,0.35,0.1045,67,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,14,0,1,0.2727,0.36,0.1642,70,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,15,0,1,0.2727,0.36,0.0,62,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,16,0,1,0.2576,0.38,0.1642,86,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,17,0,1,0.2273,0.51,0.1642,172,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,18,0,1,0.2273,0.51,0.1343,163,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,19,0,1,0.2576,0.55,0.0896,112,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,20,0,1,0.2121,0.51,0.1642,69,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,21,0,1,0.2121,0.55,0.2239,48,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,22,0,1,0.2121,0.51,0.2836,52,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,23,0,1,0.197,0.59,0.194,23,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0.197,0.64,0.194,17,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,1,0.197,0.69,0.2239,7,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,0,1,0.197,0.69,0.2239,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,4,0,1,0.2121,0.69,0.1343,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,5,0,1,0.2727,0.55,0.0,5,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,6,0,1,0.2576,0.69,0.0,34,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,7,0,1,0.2121,0.69,0.1343,84,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8,0,1,0.197,0.51,0.2537,210,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,9,0,1,0.1818,0.47,0.2985,134,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,10,0,1,0.197,0.37,0.3284,63,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,11,0,1,0.197,0.4,0.2239,67,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,12,0,1,0.197,0.37,0.2537,59,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,13,0,1,0.1818,0.37,0.2836,73,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,14,0,1,0.197,0.4,0.2537,50,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,15,0,1,0.2121,0.37,0.1642,72,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,16,0,1,0.2121,0.37,0.1642,87,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,17,0,1,0.2576,0.37,0.0,187,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,18,0,1,0.2273,0.4,0.0896,123,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,19,0,1,0.197,0.55,0.0896,95,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,20,0,1,0.2121,0.47,0.1045,51,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,21,0,1,0.197,0.47,0.1343,39,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,22,0,1,0.197,0.43,0.1642,36,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,23,0,1,0.197,0.51,0.1642,15,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,0.197,0.51,0.1642,25,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,0,0.2121,0.55,0.0896,16,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,0,0,0.2424,0.55,0.0,16,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,3,0,0,0.197,0.55,0.1642,7,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,4,0,0,0.197,0.55,0.1642,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,5,0,0,0.1667,0.74,0.1642,5,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,6,0,0,0.1667,0.74,0.1642,2,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,7,0,0,0.1818,0.74,0.1045,9,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8,0,0,0.1818,0.93,0.1045,15,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,9,0,0,0.1818,0.93,0.1045,20,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,10,0,0,0.197,0.8,0.1642,61,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,11,0,0,0.1818,0.69,0.3881,62,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,12,0,0,0.1818,0.59,0.3582,98,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,13,0,0,0.1818,0.44,0.3284,102,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,14,0,0,0.1667,0.32,0.4925,95,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,15,0,0,0.1667,0.32,0.4478,74,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,16,0,0,0.1364,0.29,0.4478,76,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,17,0,0,0.1212,0.37,0.5522,69,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,18,0,0,0.1212,0.39,0.2985,55,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,19,0,0,0.1212,0.36,0.2537,30,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,20,0,0,0.1212,0.36,0.2537,28,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,21,0,0,0.1061,0.39,0.3582,37,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,22,0,0,0.1061,0.36,0.3881,34,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,23,0,0,0.0606,0.39,0.4478,22,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,0.0758,0.42,0.3881,25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,0.0606,0.42,0.4627,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,0,0,0.0606,0.46,0.4627,11,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,3,0,0,0.0758,0.46,0.4179,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,4,0,0,0.0909,0.53,0.194,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,5,0,0,0.0909,0.53,0.194,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,6,0,0,0.0909,0.49,0.2836,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,7,0,0,0.0909,0.53,0.194,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8,0,0,0.0909,0.49,0.2836,10,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,9,0,0,0.0758,0.46,0.5224,19,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,10,0,0,0.1061,0.43,0.3881,49,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
